location,state,driver_race,stops_per_year,stop_rate,search_rate,consent_search_rate,arrest_rate,citation_rate_speeding_stops,hit_rate,inferred_threshold
ST. LUCIE COUNTY,FL,White,15045,0.1,0.003,0.0,0.015,0.792,NA,NA
SANTA ROSA COUNTY,FL,Black,906,0.111,0.002,0.001,0.047,0.697,NA,NA
SANTA ROSA COUNTY,FL,Hispanic,337,0.058,0.008,0.002,0.097,0.748,NA,NA
SANTA ROSA COUNTY,FL,White,7901,0.073,0.002,0.0,0.029,0.616,NA,NA
SARASOTA COUNTY,FL,Black,1002,0.073,0.009,0.002,0.041,0.724,NA,NA
SARASOTA COUNTY,FL,Hispanic,1494,0.061,0.004,0.001,0.09,0.797,NA,NA
SARASOTA COUNTY,FL,White,8297,0.028,0.002,0.001,0.02,0.676,NA,NA
SEMINOLE COUNTY,FL,Black,1373,0.038,0.004,0.001,0.037,0.72,NA,NA
SEMINOLE COUNTY,FL,Hispanic,1666,0.027,0.005,0.002,0.032,0.768,NA,NA
SEMINOLE COUNTY,FL,White,5938,0.025,0.003,0.001,0.014,0.746,NA,NA
SUMTER COUNTY,FL,Black,995,0.129,0.026,0.006,0.037,0.757,NA,NA
SUMTER COUNTY,FL,Hispanic,775,0.153,0.024,0.009,0.063,0.787,NA,NA
SUMTER COUNTY,FL,White,4201,0.049,0.01,0.003,0.016,0.741,NA,NA
SUWANNEE COUNTY,FL,Black,1079,0.236,0.012,0.002,0.04,0.84,NA,NA
SUWANNEE COUNTY,FL,Hispanic,378,0.144,0.018,0.002,0.098,0.858,NA,NA
SUWANNEE COUNTY,FL,White,2550,0.093,0.005,0.001,0.023,0.761,NA,NA
TAYLOR COUNTY,FL,Black,422,0.11,0.008,0.003,0.038,0.734,NA,NA
TAYLOR COUNTY,FL,Hispanic,106,0.139,0.014,0.002,0.053,0.826,NA,NA
TAYLOR COUNTY,FL,White,2424,0.177,0.006,0.002,0.021,0.63,NA,NA
UNION COUNTY,FL,Black,219,0.073,0.002,0.0,0.049,0.677,NA,NA
UNION COUNTY,FL,Hispanic,36,0.055,0.0,0.0,0.078,0.789,NA,NA
UNION COUNTY,FL,White,984,0.113,0.002,0.0,0.025,0.655,NA,NA
VOLUSIA COUNTY,FL,Black,2100,0.053,0.023,0.004,0.055,0.703,NA,NA
VOLUSIA COUNTY,FL,Hispanic,1582,0.035,0.021,0.01,0.067,0.728,NA,NA
VOLUSIA COUNTY,FL,White,8654,0.027,0.008,0.002,0.026,0.672,NA,NA
WAKULLA COUNTY,FL,Black,632,0.163,0.008,0.003,0.042,0.427,NA,NA
WAKULLA COUNTY,FL,Hispanic,96,0.106,0.011,0.004,0.06,0.568,NA,NA
WAKULLA COUNTY,FL,White,4344,0.218,0.004,0.001,0.025,0.432,NA,NA
WALTON COUNTY,FL,Black,403,0.151,0.005,0.002,0.041,0.61,NA,NA
WALTON COUNTY,FL,Hispanic,209,0.086,0.011,0.0,0.188,0.658,NA,NA
WALTON COUNTY,FL,White,2922,0.07,0.002,0.0,0.02,0.489,NA,NA
WASHINGTON COUNTY,FL,Black,529,0.172,0.021,0.006,0.037,0.775,NA,NA
WASHINGTON COUNTY,FL,Hispanic,235,0.392,0.033,0.023,0.049,0.849,NA,NA
WASHINGTON COUNTY,FL,White,2292,0.144,0.01,0.006,0.017,0.692,NA,NA
ILLINOIS STATE POLICE 00,IL,Black,34,NA,0.018,NA,NA,0.779,0.0,NA
ILLINOIS STATE POLICE 00,IL,Hispanic,41,NA,0.005,NA,NA,0.822,0.0,NA
ILLINOIS STATE POLICE 00,IL,White,92,NA,0.0,NA,NA,0.852,NA,NA
ILLINOIS STATE POLICE 01,IL,Black,724,0.272,0.033,NA,NA,0.7,0.258,0.099
ILLINOIS STATE POLICE 01,IL,Hispanic,768,0.081,0.023,NA,NA,0.714,0.276,0.124
ILLINOIS STATE POLICE 01,IL,White,8928,0.078,0.01,NA,NA,0.652,0.412,0.27
ILLINOIS STATE POLICE 02,IL,Black,2490,0.025,0.063,NA,NA,0.708,0.159,0.073
ILLINOIS STATE POLICE 02,IL,Hispanic,3204,0.01,0.067,NA,NA,0.78,0.144,0.054
ILLINOIS STATE POLICE 02,IL,White,8611,0.006,0.02,NA,NA,0.742,0.24,0.159
ILLINOIS STATE POLICE 03,IL,Black,15828,0.016,0.099,NA,NA,0.549,0.163,0.045
ILLINOIS STATE POLICE 03,IL,Hispanic,6133,0.007,0.093,NA,NA,0.592,0.127,0.043
ILLINOIS STATE POLICE 03,IL,White,12492,0.006,0.035,NA,NA,0.494,0.218,0.135
ILLINOIS STATE POLICE 04,IL,Black,20,NA,0.0,NA,NA,0.695,NA,NA
ILLINOIS STATE POLICE 04,IL,Hispanic,21,NA,0.0,NA,NA,0.742,NA,NA
ILLINOIS STATE POLICE 04,IL,White,70,NA,0.0,NA,NA,0.537,NA,NA
ILLINOIS STATE POLICE 05,IL,Black,2988,0.047,0.049,NA,NA,0.709,0.296,0.076
ILLINOIS STATE POLICE 05,IL,Hispanic,1733,0.019,0.048,NA,NA,0.743,0.221,0.071
ILLINOIS STATE POLICE 05,IL,White,9539,0.021,0.029,NA,NA,0.677,0.352,0.193
ILLINOIS STATE POLICE 06,IL,Black,1990,0.179,0.082,NA,NA,0.549,0.303,0.107
ILLINOIS STATE POLICE 06,IL,Hispanic,726,0.107,0.061,NA,NA,0.598,0.199,0.106
ILLINOIS STATE POLICE 06,IL,White,7251,0.047,0.026,NA,NA,0.559,0.315,0.225
ILLINOIS STATE POLICE 07,IL,Black,1191,0.087,0.056,NA,NA,0.606,0.286,0.112
ILLINOIS STATE POLICE 07,IL,Hispanic,642,0.04,0.056,NA,NA,0.571,0.265,0.09
ILLINOIS STATE POLICE 07,IL,White,9347,0.052,0.021,NA,NA,0.452,0.316,0.218
ILLINOIS STATE POLICE 08,IL,Black,1943,0.079,0.078,NA,NA,0.74,0.309,0.119
ILLINOIS STATE POLICE 08,IL,Hispanic,363,0.045,0.046,NA,NA,0.752,0.205,0.131
ILLINOIS STATE POLICE 08,IL,White,9496,0.037,0.023,NA,NA,0.705,0.3,0.223
ILLINOIS STATE POLICE 09,IL,Black,2987,0.137,0.085,NA,NA,0.75,0.408,0.15
ILLINOIS STATE POLICE 09,IL,Hispanic,649,0.103,0.086,NA,NA,0.78,0.179,0.1
ILLINOIS STATE POLICE 09,IL,White,11837,0.05,0.034,NA,NA,0.732,0.377,0.266
ILLINOIS STATE POLICE 10,IL,Black,2725,0.065,0.062,NA,NA,0.697,0.33,0.131
ILLINOIS STATE POLICE 10,IL,Hispanic,597,0.042,0.061,NA,NA,0.707,0.133,0.092
ILLINOIS STATE POLICE 10,IL,White,9929,0.028,0.021,NA,NA,0.589,0.307,0.222
ILLINOIS STATE POLICE 11,IL,Black,4830,0.062,0.067,NA,NA,0.745,0.42,0.224
ILLINOIS STATE POLICE 11,IL,Hispanic,564,0.042,0.121,NA,NA,0.655,0.225,0.091
ILLINOIS STATE POLICE 11,IL,White,12695,0.032,0.021,NA,NA,0.729,0.34,0.284
ILLINOIS STATE POLICE 12,IL,Black,1875,0.385,0.09,NA,NA,0.758,0.36,0.103
ILLINOIS STATE POLICE 12,IL,Hispanic,478,0.191,0.095,NA,NA,0.728,0.173,0.072
ILLINOIS STATE POLICE 12,IL,White,12517,0.084,0.038,NA,NA,0.586,0.382,0.25
ILLINOIS STATE POLICE 13,IL,Black,1807,0.111,0.068,NA,NA,0.672,0.273,0.095
ILLINOIS STATE POLICE 13,IL,Hispanic,394,0.074,0.084,NA,NA,0.668,0.096,0.055
ILLINOIS STATE POLICE 13,IL,White,12581,0.064,0.025,NA,NA,0.524,0.311,0.207
ILLINOIS STATE POLICE 14,IL,Black,473,0.162,0.109,NA,NA,0.554,0.39,0.12
ILLINOIS STATE POLICE 14,IL,Hispanic,178,0.065,0.092,NA,NA,0.573,0.378,0.112
ILLINOIS STATE POLICE 14,IL,White,6173,0.073,0.038,NA,NA,0.424,0.332,0.241
ILLINOIS STATE POLICE 15,IL,Black,8938,NA,0.051,NA,NA,0.589,0.209,0.127
ILLINOIS STATE POLICE 15,IL,Hispanic,7057,NA,0.048,NA,NA,0.655,0.161,0.091
ILLINOIS STATE POLICE 15,IL,White,36332,NA,0.014,NA,NA,0.599,0.208,0.175
ILLINOIS STATE POLICE 16,IL,Black,1288,0.044,0.073,NA,NA,0.693,0.238,0.099
ILLINOIS STATE POLICE 16,IL,Hispanic,717,0.024,0.064,NA,NA,0.725,0.186,0.083
ILLINOIS STATE POLICE 16,IL,White,8103,0.032,0.018,NA,NA,0.618,0.264,0.198
ILLINOIS STATE POLICE 17,IL,Black,990,0.426,0.104,NA,NA,0.511,0.275,0.092
ILLINOIS STATE POLICE 17,IL,Hispanic,708,0.083,0.083,NA,NA,0.496,0.173,0.089
ILLINOIS STATE POLICE 17,IL,White,7066,0.064,0.04,NA,NA,0.407,0.269,0.185
ILLINOIS STATE POLICE 18,IL,Black,847,0.646,0.079,NA,NA,0.772,0.335,0.111
ILLINOIS STATE POLICE 18,IL,Hispanic,238,0.239,0.085,NA,NA,0.789,0.198,0.077
ILLINOIS STATE POLICE 18,IL,White,6740,0.074,0.025,NA,NA,0.662,0.359,0.251
ILLINOIS STATE POLICE 19,IL,Black,424,0.438,0.039,NA,NA,0.683,0.305,0.091
ILLINOIS STATE POLICE 19,IL,Hispanic,106,0.127,0.024,NA,NA,0.654,0.231,0.112
ILLINOIS STATE POLICE 19,IL,White,10202,0.15,0.018,NA,NA,0.432,0.442,0.27
ILLINOIS STATE POLICE 20,IL,Black,527,0.152,0.063,NA,NA,0.788,0.339,0.102
ILLINOIS STATE POLICE 20,IL,Hispanic,183,0.143,0.039,NA,NA,0.84,0.167,0.115
ILLINOIS STATE POLICE 20,IL,White,7856,0.102,0.021,NA,NA,0.692,0.35,0.236
ILLINOIS STATE POLICE 21,IL,Black,2585,0.204,0.061,NA,NA,0.6,0.22,0.091
ILLINOIS STATE POLICE 21,IL,Hispanic,714,0.086,0.049,NA,NA,0.628,0.19,0.086
ILLINOIS STATE POLICE 21,IL,White,5210,0.053,0.015,NA,NA,0.513,0.267,0.193
ILLINOIS STATE POLICE 22,IL,Black,1327,0.237,0.045,NA,NA,0.669,0.284,0.114
ILLINOIS STATE POLICE 22,IL,Hispanic,284,0.202,0.072,NA,NA,0.675,0.098,0.048
ILLINOIS STATE POLICE 22,IL,White,6962,0.148,0.02,NA,NA,0.526,0.358,0.222
ILLINOIS STATE POLICE Z2,IL,Black,33,NA,0.0,NA,NA,0.495,NA,NA
ILLINOIS STATE POLICE Z2,IL,Hispanic,14,NA,0.0,NA,NA,0.392,NA,NA
ILLINOIS STATE POLICE Z2,IL,White,43,NA,0.0,NA,NA,0.459,NA,NA
BARNSTABLE COUNTY,MA,Black,614,0.159,0.032,0.012,0.041,NA,NA,NA
BARNSTABLE COUNTY,MA,Hispanic,230,0.06,0.021,0.003,0.043,NA,NA,NA
BARNSTABLE COUNTY,MA,White,9235,0.054,0.012,0.004,0.026,NA,NA,NA
BERKSHIRE COUNTY,MA,Black,720,0.272,0.026,0.006,0.036,NA,NA,NA
BERKSHIRE COUNTY,MA,Hispanic,395,0.112,0.01,0.002,0.039,NA,NA,NA
BERKSHIRE COUNTY,MA,White,11338,0.114,0.008,0.001,0.016,NA,NA,NA
BRISTOL COUNTY,MA,Black,2296,0.147,0.026,0.003,0.062,NA,NA,NA
BRISTOL COUNTY,MA,Hispanic,1747,0.071,0.026,0.004,0.097,NA,NA,NA
BRISTOL COUNTY,MA,White,15490,0.039,0.013,0.001,0.043,NA,NA,NA
DUKES COUNTY,MA,Black,17,0.035,0.0,0.0,0.0,NA,NA,NA
DUKES COUNTY,MA,Hispanic,4,0.011,0.0,0.0,0.05,NA,NA,NA
DUKES COUNTY,MA,White,238,0.019,0.005,0.003,0.018,NA,NA,NA
ESSEX COUNTY,MA,Black,1961,0.115,0.028,0.003,0.051,NA,NA,NA
ESSEX COUNTY,MA,Hispanic,4118,0.042,0.037,0.004,0.108,NA,NA,NA
ESSEX COUNTY,MA,White,23694,0.05,0.015,0.002,0.029,NA,NA,NA
FRANKLIN COUNTY,MA,Black,402,0.645,0.023,0.007,0.033,NA,NA,NA
FRANKLIN COUNTY,MA,Hispanic,444,0.26,0.024,0.009,0.031,NA,NA,NA
FRANKLIN COUNTY,MA,White,8949,0.161,0.009,0.002,0.013,NA,NA,NA
HAMPDEN COUNTY,MA,Black,4476,0.159,0.02,0.003,0.036,NA,NA,NA
HAMPDEN COUNTY,MA,Hispanic,7680,0.106,0.024,0.004,0.053,NA,NA,NA
HAMPDEN COUNTY,MA,White,28620,0.11,0.01,0.002,0.018,NA,NA,NA
HAMPSHIRE COUNTY,MA,Black,423,0.122,0.021,0.004,0.024,NA,NA,NA
HAMPSHIRE COUNTY,MA,Hispanic,507,0.082,0.028,0.006,0.039,NA,NA,NA
HAMPSHIRE COUNTY,MA,White,7089,0.06,0.01,0.002,0.014,NA,NA,NA
MIDDLESEX COUNTY,MA,Black,5585,0.095,0.013,0.002,0.03,NA,NA,NA
MIDDLESEX COUNTY,MA,Hispanic,5663,0.069,0.017,0.003,0.051,NA,NA,NA
MIDDLESEX COUNTY,MA,White,44375,0.045,0.008,0.001,0.021,NA,NA,NA
NANTUCKET COUNTY,MA,Black,54,0.083,0.0,0.0,0.037,NA,NA,NA
NANTUCKET COUNTY,MA,Hispanic,72,0.088,0.003,0.0,0.127,NA,NA,NA
NANTUCKET COUNTY,MA,White,421,0.061,0.001,0.0,0.028,NA,NA,NA
NORFOLK COUNTY,MA,Black,5164,0.156,0.014,0.002,0.023,NA,NA,NA
NORFOLK COUNTY,MA,Hispanic,2338,0.121,0.022,0.005,0.037,NA,NA,NA
NORFOLK COUNTY,MA,White,18763,0.042,0.009,0.001,0.018,NA,NA,NA
PLYMOUTH COUNTY,MA,Black,2121,0.062,0.029,0.006,0.055,NA,NA,NA
PLYMOUTH COUNTY,MA,Hispanic,876,0.071,0.031,0.005,0.071,NA,NA,NA
PLYMOUTH COUNTY,MA,White,13844,0.04,0.011,0.002,0.031,NA,NA,NA
SUFFOLK COUNTY,MA,Black,10066,0.08,0.012,0.001,0.021,NA,NA,NA
SUFFOLK COUNTY,MA,Hispanic,6846,0.056,0.021,0.002,0.043,NA,NA,NA
SUFFOLK COUNTY,MA,White,38109,0.119,0.006,0.0,0.014,NA,NA,NA
WORCESTER COUNTY,MA,Black,6193,0.249,0.022,0.004,0.036,NA,NA,NA
WORCESTER COUNTY,MA,Hispanic,7397,0.129,0.029,0.007,0.052,NA,NA,NA
WORCESTER COUNTY,MA,White,55430,0.104,0.011,0.002,0.02,NA,NA,NA
BEAVERHEAD COUNTY,MT,Black,13,0.361,0.015,NA,0.0,0.688,NA,NA
BEAVERHEAD COUNTY,MT,Hispanic,22,0.082,0.0,NA,0.009,0.707,NA,NA
BEAVERHEAD COUNTY,MT,White,925,0.128,0.0,NA,0.002,0.623,NA,NA
BIG HORN COUNTY,MT,Black,35,1.346,0.006,NA,0.0,0.649,NA,NA
BIG HORN COUNTY,MT,Hispanic,51,0.133,0.0,NA,0.0,0.717,NA,NA
BIG HORN COUNTY,MT,White,1077,0.334,0.0,NA,0.001,0.612,NA,NA
BLAINE COUNTY,MT,Black,11,1.222,0.074,NA,0.037,0.357,NA,NA
BLAINE COUNTY,MT,Hispanic,8,0.093,0.024,NA,0.0,0.474,NA,NA
BLAINE COUNTY,MT,White,743,0.296,0.002,NA,0.006,0.418,NA,NA
BROADWATER COUNTY,MT,Black,13,0.867,0.0,NA,0.0,0.634,NA,NA
BROADWATER COUNTY,MT,Hispanic,15,0.147,0.0,NA,0.0,0.625,NA,NA
BROADWATER COUNTY,MT,White,1581,0.359,0.001,NA,0.001,0.6,NA,NA
CARBON COUNTY,MT,Black,8,0.222,0.0,NA,0.0,0.583,NA,NA
CARBON COUNTY,MT,Hispanic,202,1.135,0.0,NA,0.042,0.464,NA,NA
CARBON COUNTY,MT,White,964,0.117,0.001,NA,0.01,0.445,NA,NA
CARTER COUNTY,MT,Black,1,1.0,0.0,NA,0.0,1.0,NA,NA
CARTER COUNTY,MT,Hispanic,1,0.143,0.0,NA,0.0,0.5,NA,NA
CARTER COUNTY,MT,White,26,0.034,0.0,NA,0.023,0.535,NA,NA
CASCADE COUNTY,MT,Black,136,0.145,0.003,NA,0.003,0.639,NA,NA
CASCADE COUNTY,MT,Hispanic,103,0.048,0.002,NA,0.004,0.628,NA,NA
CASCADE COUNTY,MT,White,7565,0.131,0.001,NA,0.001,0.596,NA,NA
CHOUTEAU COUNTY,MT,Black,11,2.2,0.0,NA,0.0,0.545,NA,NA
CHOUTEAU COUNTY,MT,Hispanic,16,0.213,0.012,NA,0.0,0.562,NA,NA
CHOUTEAU COUNTY,MT,White,1186,0.326,0.001,NA,0.001,0.447,NA,NA
CUSTER COUNTY,MT,Black,60,1.875,0.023,NA,0.003,0.549,NA,NA
CUSTER COUNTY,MT,Hispanic,126,0.578,0.019,NA,0.005,0.615,NA,NA
CUSTER COUNTY,MT,White,3652,0.403,0.003,NA,0.006,0.536,NA,NA
DANIELS COUNTY,MT,Black,2,0.5,0.0,NA,0.0,1.0,NA,NA
DANIELS COUNTY,MT,Hispanic,1,0.04,0.0,NA,0.0,0.667,NA,NA
DANIELS COUNTY,MT,White,231,0.167,0.0,NA,0.0,0.532,NA,NA
DAWSON COUNTY,MT,Black,61,2.103,0.036,NA,0.013,0.55,NA,NA
DAWSON COUNTY,MT,Hispanic,158,0.969,0.021,NA,0.004,0.5,NA,NA
DAWSON COUNTY,MT,White,3013,0.426,0.005,NA,0.002,0.457,NA,NA
DEER LODGE COUNTY,MT,Black,39,1.182,0.0,NA,0.109,0.726,NA,NA
DEER LODGE COUNTY,MT,Hispanic,41,0.193,0.0,NA,0.093,0.723,NA,NA
DEER LODGE COUNTY,MT,White,2729,0.378,0.001,NA,0.099,0.594,NA,NA
FALLON COUNTY,MT,Black,0,0.0,0.0,NA,0.0,NA,NA,NA
FALLON COUNTY,MT,Hispanic,5,0.143,0.0,NA,0.0,0.143,NA,NA
FALLON COUNTY,MT,White,129,0.057,0.0,NA,0.0,0.207,NA,NA
FERGUS COUNTY,MT,Black,8,0.364,0.0,NA,0.0,0.722,NA,NA
FERGUS COUNTY,MT,Hispanic,11,0.066,0.054,NA,0.018,0.65,NA,NA
FERGUS COUNTY,MT,White,976,0.109,0.008,NA,0.004,0.513,NA,NA
FLATHEAD COUNTY,MT,Black,26,0.117,0.008,NA,0.031,0.265,NA,NA
FLATHEAD COUNTY,MT,Hispanic,67,0.04,0.003,NA,0.015,0.317,NA,NA
FLATHEAD COUNTY,MT,White,9484,0.135,0.002,NA,0.026,0.279,NA,NA
GALLATIN COUNTY,MT,Black,79,0.26,0.013,NA,0.003,0.381,NA,NA
GALLATIN COUNTY,MT,Hispanic,153,0.075,0.024,NA,0.004,0.427,NA,NA
GALLATIN COUNTY,MT,White,8870,0.123,0.003,NA,0.004,0.338,NA,NA
GARFIELD COUNTY,MT,Black,4,2.0,0.0,NA,0.0,0.545,NA,NA
GARFIELD COUNTY,MT,Hispanic,1,0.143,0.0,NA,0.0,0.4,NA,NA
GARFIELD COUNTY,MT,White,271,0.269,0.0,NA,0.001,0.54,NA,NA
GLACIER COUNTY,MT,Black,4,0.182,0.0,NA,0.136,0.714,NA,NA
GLACIER COUNTY,MT,Hispanic,10,0.048,0.0,NA,0.021,0.8,NA,NA
GLACIER COUNTY,MT,White,964,0.278,0.001,NA,0.122,0.53,NA,NA
GOLDEN VALLEY COUNTY,MT,Black,2,2.0,0.0,NA,0.0,0.857,NA,NA
GOLDEN VALLEY COUNTY,MT,Hispanic,4,0.167,0.0,NA,0.0,0.583,NA,NA
GOLDEN VALLEY COUNTY,MT,White,183,0.281,0.001,NA,0.003,0.45,NA,NA
GRANITE COUNTY,MT,Black,8,0.667,0.0,NA,0.025,0.519,NA,NA
GRANITE COUNTY,MT,Hispanic,14,0.341,0.014,NA,0.072,0.75,NA,NA
GRANITE COUNTY,MT,White,674,0.259,0.001,NA,0.076,0.506,NA,NA
HILL COUNTY,MT,Black,23,0.523,0.06,NA,0.017,0.391,NA,NA
HILL COUNTY,MT,Hispanic,23,0.074,0.009,NA,0.009,0.366,NA,NA
HILL COUNTY,MT,White,2179,0.23,0.001,NA,0.004,0.39,NA,NA
JEFFERSON COUNTY,MT,Black,25,0.893,0.016,NA,0.0,0.592,NA,NA
JEFFERSON COUNTY,MT,Hispanic,31,0.172,0.006,NA,0.0,0.699,NA,NA
JEFFERSON COUNTY,MT,White,2032,0.229,0.003,NA,0.005,0.596,NA,NA
JUDITH BASIN COUNTY,MT,Black,12,6.0,0.017,NA,0.0,0.5,NA,NA
JUDITH BASIN COUNTY,MT,Hispanic,11,0.458,0.0,NA,0.0,0.515,NA,NA
JUDITH BASIN COUNTY,MT,White,774,0.481,0.005,NA,0.004,0.486,NA,NA
LAKE COUNTY,MT,Black,19,0.244,0.021,NA,0.031,0.308,NA,NA
LAKE COUNTY,MT,Hispanic,29,0.04,0.034,NA,0.027,0.271,NA,NA
LAKE COUNTY,MT,White,2851,0.175,0.013,NA,0.014,0.267,NA,NA
LEWIS AND CLARK COUNTY,MT,Black,32,0.131,0.0,NA,0.0,0.463,NA,NA
LEWIS AND CLARK COUNTY,MT,Hispanic,61,0.049,0.007,NA,0.01,0.485,NA,NA
LEWIS AND CLARK COUNTY,MT,White,5220,0.107,0.002,NA,0.005,0.407,NA,NA
LIBERTY COUNTY,MT,Black,2,0.5,0.0,NA,0.0,1.0,NA,NA
LIBERTY COUNTY,MT,Hispanic,4,0.286,0.0,NA,0.0,0.5,NA,NA
LIBERTY COUNTY,MT,White,268,0.142,0.0,NA,0.001,0.48,NA,NA
LINCOLN COUNTY,MT,Black,9,0.25,0.0,NA,0.022,0.333,NA,NA
LINCOLN COUNTY,MT,Hispanic,23,0.063,0.0,NA,0.009,0.342,NA,NA
LINCOLN COUNTY,MT,White,2411,0.158,0.001,NA,0.007,0.354,NA,NA
MCCONE COUNTY,MT,Black,2,0.5,0.0,NA,0.0,0.667,NA,NA
MCCONE COUNTY,MT,Hispanic,3,0.214,0.0,NA,0.0,0.75,NA,NA
MCCONE COUNTY,MT,White,140,0.103,0.001,NA,0.0,0.538,NA,NA
MADISON COUNTY,MT,Black,5,0.217,0.0,NA,0.0,0.571,NA,NA
MADISON COUNTY,MT,Hispanic,20,0.109,0.01,NA,0.0,0.554,NA,NA
MADISON COUNTY,MT,White,804,0.127,0.001,NA,0.002,0.467,NA,NA
MEAGHER COUNTY,MT,Black,0,0.0,0.0,NA,0.0,NA,NA,NA
MEAGHER COUNTY,MT,Hispanic,1,0.038,0.0,NA,0.0,1.0,NA,NA
MEAGHER COUNTY,MT,White,214,0.142,0.0,NA,0.0,0.507,NA,NA
MINERAL COUNTY,MT,Black,50,3.846,0.02,NA,0.008,0.657,NA,NA
MINERAL COUNTY,MT,Hispanic,54,0.72,0.022,NA,0.022,0.688,NA,NA
MINERAL COUNTY,MT,White,2166,0.654,0.005,NA,0.008,0.588,NA,NA
MISSOULA COUNTY,MT,Black,71,0.158,0.017,NA,0.022,0.478,NA,NA
MISSOULA COUNTY,MT,Hispanic,98,0.042,0.024,NA,0.03,0.596,NA,NA
MISSOULA COUNTY,MT,White,7259,0.086,0.003,NA,0.017,0.456,NA,NA
MUSSELSHELL COUNTY,MT,Black,3,0.214,0.0,NA,0.0,0.6,NA,NA
MUSSELSHELL COUNTY,MT,Hispanic,9,0.096,0.065,NA,0.022,0.381,NA,NA
MUSSELSHELL COUNTY,MT,White,535,0.149,0.003,NA,0.002,0.398,NA,NA
PARK COUNTY,MT,Black,28,0.875,0.051,NA,0.0,0.489,NA,NA
PARK COUNTY,MT,Hispanic,53,0.191,0.027,NA,0.004,0.636,NA,NA
PARK COUNTY,MT,White,2567,0.206,0.009,NA,0.001,0.458,NA,NA
PETROLEUM COUNTY,MT,Black,0,NA,0.0,NA,0.0,0.0,NA,NA
PETROLEUM COUNTY,MT,Hispanic,1,0.333,0.0,NA,0.0,0.0,NA,NA
PETROLEUM COUNTY,MT,White,53,0.133,0.0,NA,0.004,0.519,NA,NA
PHILLIPS COUNTY,MT,Black,4,2.0,0.0,NA,0.0,0.667,NA,NA
PHILLIPS COUNTY,MT,Hispanic,4,0.07,0.1,NA,0.05,0.833,NA,NA
PHILLIPS COUNTY,MT,White,416,0.142,0.007,NA,0.003,0.637,NA,NA
PONDERA COUNTY,MT,Black,13,1.083,0.0,NA,0.015,0.895,NA,NA
PONDERA COUNTY,MT,Hispanic,19,0.297,0.0,NA,0.01,0.792,NA,NA
PONDERA COUNTY,MT,White,1161,0.282,0.004,NA,0.017,0.71,NA,NA
POWDER RIVER COUNTY,MT,Black,13,NA,0.0,NA,0.0,0.533,NA,NA
POWDER RIVER COUNTY,MT,Hispanic,18,0.947,0.0,NA,0.0,0.667,NA,NA
POWDER RIVER COUNTY,MT,White,363,0.252,0.0,NA,0.006,0.497,NA,NA
POWELL COUNTY,MT,Black,44,0.657,0.005,NA,0.155,0.628,NA,NA
POWELL COUNTY,MT,Hispanic,53,0.473,0.0,NA,0.098,0.69,NA,NA
POWELL COUNTY,MT,White,3128,0.575,0.0,NA,0.151,0.601,NA,NA
PRAIRIE COUNTY,MT,Black,7,7.0,0.083,NA,0.0,0.7,NA,NA
PRAIRIE COUNTY,MT,Hispanic,15,0.938,0.027,NA,0.0,0.629,NA,NA
PRAIRIE COUNTY,MT,White,284,0.306,0.007,NA,0.0,0.425,NA,NA
RAVALLI COUNTY,MT,Black,14,0.177,0.0,NA,0.0,0.545,NA,NA
RAVALLI COUNTY,MT,Hispanic,37,0.042,0.0,NA,0.005,0.525,NA,NA
RAVALLI COUNTY,MT,White,3612,0.114,0.0,NA,0.011,0.448,NA,NA
RICHLAND COUNTY,MT,Black,36,1.091,0.006,NA,0.0,0.404,NA,NA
RICHLAND COUNTY,MT,Hispanic,97,0.291,0.004,NA,0.002,0.506,NA,NA
RICHLAND COUNTY,MT,White,1914,0.238,0.003,NA,0.002,0.495,NA,NA
ROOSEVELT COUNTY,MT,Black,24,1.6,0.017,NA,0.0,0.404,NA,NA
ROOSEVELT COUNTY,MT,Hispanic,40,0.301,0.015,NA,0.0,0.507,NA,NA
ROOSEVELT COUNTY,MT,White,1250,0.375,0.003,NA,0.001,0.459,NA,NA
ROSEBUD COUNTY,MT,Black,27,1.588,0.0,NA,0.051,0.707,NA,NA
ROSEBUD COUNTY,MT,Hispanic,44,0.189,0.009,NA,0.059,0.755,NA,NA
ROSEBUD COUNTY,MT,White,1820,0.409,0.001,NA,0.042,0.543,NA,NA
SANDERS COUNTY,MT,Black,4,0.154,0.0,NA,0.045,0.417,NA,NA
SANDERS COUNTY,MT,Hispanic,10,0.051,0.0,NA,0.0,0.55,NA,NA
SANDERS COUNTY,MT,White,1450,0.167,0.002,NA,0.004,0.355,NA,NA
SHERIDAN COUNTY,MT,Black,5,0.556,0.0,NA,0.0,0.667,NA,NA
SHERIDAN COUNTY,MT,Hispanic,11,0.239,0.0,NA,0.0,0.667,NA,NA
SHERIDAN COUNTY,MT,White,444,0.158,0.002,NA,0.002,0.467,NA,NA
SILVER BOW COUNTY,MT,Black,29,0.236,0.007,NA,0.028,0.685,NA,NA
SILVER BOW COUNTY,MT,Hispanic,50,0.052,0.004,NA,0.012,0.608,NA,NA
SILVER BOW COUNTY,MT,White,2639,0.101,0.001,NA,0.018,0.515,NA,NA
STILLWATER COUNTY,MT,Black,22,1.375,0.027,NA,0.018,0.625,NA,NA
STILLWATER COUNTY,MT,Hispanic,44,0.227,0.009,NA,0.023,0.67,NA,NA
STILLWATER COUNTY,MT,White,1432,0.201,0.001,NA,0.002,0.671,NA,NA
